,Iteration,Estimation,Exact
0,5,0.3927602741469338,0.0017803910136153789
1,10,0.26956459545451916,0.0017803910136153789
2,15,0.21385713066235024,0.0017803910136153789
3,20,0.12806443130889944,0.0017803910136153789
4,25,0.03306902286499236,0.0017803910136153789
5,30,0.011874459771689105,0.0017803910136153789
6,35,0.010603569041062633,0.0017803910136153789
7,40,0.002086277786395696,0.0017803910136153789
8,45,0.0012160653339141625,0.0017803910136153789
9,50,0.0011763460687332916,0.0017803910136153789
10,55,0.00144791934171562,0.0017803910136153789
11,60,0.0012397520522269279,0.0017803910136153789
12,65,0.001840895530605735,0.0017803910136153789
13,70,0.0014616101524489444,0.0017803910136153789
14,75,0.001617969428415078,0.0017803910136153789
15,80,0.0016686047759786327,0.0017803910136153789
16,85,0.0017529518348775586,0.0017803910136153789
17,90,0.0017358096464183959,0.0017803910136153789
18,95,0.0017728925721005595,0.0017803910136153789
19,100,0.001758435815545134,0.0017803910136153789
20,105,0.001780094814078037,0.0017803910136153789
21,110,0.0017774634638885178,0.0017803910136153789
22,115,0.0017770171201547669,0.0017803910136153789
23,120,0.00177978166710413,0.0017803910136153789
24,125,0.0017798794656522787,0.0017803910136153789
25,130,0.0017799030011087513,0.0017803910136153789
26,135,0.0017799064871371062,0.0017803910136153789
27,140,0.0017803028692839895,0.0017803910136153789
28,145,0.0017803430425442635,0.0017803910136153789
29,150,0.0017802753911617675,0.0017803910136153789
30,155,0.001780376201625078,0.0017803910136153789
31,160,0.0017803949018135867,0.0017803910136153789
32,165,0.0017803895109342882,0.0017803910136153789
33,170,0.0017803835774594656,0.0017803910136153789
34,175,0.0017803880999025523,0.0017803910136153789
35,180,0.0017803880999025523,0.0017803910136153789
36,185,0.00178038765087285,0.0017803910136153789
37,190,0.001780391141691151,0.0017803910136153789
38,195,0.0017803908766120813,0.0017803910136153789
39,200,0.0017803908408715596,0.0017803910136153789
40,205,0.0017803909131712814,0.0017803910136153789
41,210,0.0017803909131712814,0.0017803910136153789
42,215,0.0017803909161953069,0.0017803910136153789
43,220,0.0017803909986890964,0.0017803910136153789
44,225,0.0017803909953948427,0.0017803910136153789
45,230,0.001780391004102766,0.0017803910136153789
46,235,0.0017803910135250067,0.0017803910136153789
47,240,0.001780391007951465,0.0017803910136153789
48,245,0.0017803910099103426,0.0017803910136153789
49,250,0.0017803910123941336,0.0017803910136153789
